vol_id,vol_name,vol_description,vol_created_at,vol_updated_at,vol_sharing_level,vol_short_name,user_id,user_prename,user_sortname,user_affiliation
64,Teach to reach: The effects of active vs. passive reaching experiences on action and perception,"Reaching is an important and early emerging motor skill that allows infants to interact with the physical and social world. However, few studies have considered how reaching experiences shape infants’ own motor development and their perception of actions performed by others. In the current study, two groups of infants received daily parent guided play sessions over a 2-weeks training period. Using ‘‘Sticky Mittens”, one group was enabled to independently pick up objects whereas the other group only passively observed their parent’s actions on objects. Following training, infants’ manual and visual exploration of objects, agents, and actions in a live and a televised context were assessed. Our results showed that only infants who experienced independent object apprehension advanced in their reaching behavior, and showed changes in their visual exploration of agents and objects in a live setting. Passive observation was not sufficient to change infants’ behavior. To our surprise, the effects of the training did not seem to generalize to a televised observation context. Together, our results suggest that early motor training can jump-start infants’ transition into reaching and inform their perception of others’ actions.",2014-09-27T01:13:48.894839Z,2025-03-05T16:34:41.972160Z,public,NA,118,Amy,Needham,Vanderbilt University
575,"Learning about Tool Use, Visit 1",Longitudinal Tool-use Study,2018-01-29T17:09:56.886177Z,2025-03-05T16:34:57.767461Z,public_overview_only,MittPupps Visit 1,118,Amy,Needham,Vanderbilt University
604,"Learning About Tool Use, Visit 2",Longitudinal Tool-Use Study,2018-03-15T17:34:33.307294Z,2025-03-05T16:34:58.152014Z,public_overview_only,MittPupps Visit 2,118,Amy,Needham,Vanderbilt University
645,Light Sound,videos of study play sessions,2018-04-23T15:16:58.910434Z,2025-03-05T16:34:59.128803Z,public_overview_only,Light Sound,118,Amy,Needham,Vanderbilt University
758,MittPupps Visit 3,"Forced choice preferential looking task
object exploration task
parent ""at-home"" play training",2018-09-07T19:09:41.854266Z,2025-03-05T16:35:03.121287Z,public_overview_only,NA,118,Amy,Needham,Vanderbilt University
928,MittPupps Visit 4,4th visit of NSF-funded study,2019-06-11T13:17:29.074028Z,2025-03-05T16:35:09.166480Z,public_overview_only,MittPupps Visit 4,118,Amy,Needham,Vanderbilt University
1040,MittPupps Visit 5,Longitudinal Tool-use Study,2020-01-08T15:59:41.356282Z,2025-03-05T16:35:14.301333Z,public_overview_only,NA,118,Amy,Needham,Vanderbilt University
1256,Sample Sticky Mittens Training Session,This is a single example of what we tell parents at the very first session of sticky mittens experience to train them on how to run the home sessions of sticky mittens play with their baby.,2020-12-06T20:25:35.352663Z,2025-03-05T16:35:22.145715Z,public_overview_only,Sample sticky mittens parent training,118,Amy,Needham,Vanderbilt University
1391,PLAYProject_VBLTU,"Home visit video data sessions collected as part of Vanderbilt's contributions to the NIH-funded Play and Learning Across a Year (PLAY) Project. Session data consist of the following:
-Video files of 1-hour natural play, 5-minute structured play, house walk-through, and questionnaires
-Responses to questionnaires covering the participant’s demographics, language, temperament, and locomotion
-Ambient noise decibel meter recordings captured during the 1-hour natural play",2021-11-19T15:43:23.539030Z,2021-11-19T15:43:23.539030Z,private,PLAYProject_VBLTU,118,Amy,Needham,Vanderbilt University
1690,UHS: Understanding the development of hand skills,"Study evaluating hand skill improvement using Montessori toys
-Two 1-hour study visit videos for each participant",2024-01-29T18:11:54.269687Z,2025-06-23T15:17:35.227236Z,public_overview_only,UHS,118,Amy,Needham,Vanderbilt University
1691,Understanding the development of hand skills - Visit 2,"Study evaluating hand skill improvement using Montessori toys
-1-hour study visit videos",2024-01-29T18:27:28.468356Z,2025-03-05T16:35:43.035545Z,public_overview_only,UHS_V2,118,Amy,Needham,Vanderbilt University
1692,UHS_Zoom,"Study evaluating hand skill improvement using Montessori toys
-15-minute Zoom at-home intervention check-in videos",2024-01-29T18:29:06.087890Z,2025-03-05T16:35:43.052150Z,public_overview_only,UHS_Zoom,118,Amy,Needham,Vanderbilt University
