vol_id,vol_name,vol_description,vol_created_at,vol_updated_at,vol_sharing_level,vol_short_name,user_id,user_prename,user_sortname,user_affiliation
45,Cultural transmission of social essentialism,"Social essentialism entails the belief that certain social categories (e.g., gender, race) mark fundamentally distinct kinds of people. Essentialist beliefs have pernicious consequences, supporting social stereotyping and contributing to prejudice. How does social essentialism develop? In the studies reported here, we tested the hypothesis that generic language facilitates the cultural transmission of social essentialism. Two studies found that hearing generic language about a novel social category diverse for race, ethnicity, age, and sex led 4-y-olds and adults to develop essentialist beliefs about that social category. A third study documented that experimentally inducing parents to hold essentialist beliefs about a novel social category led them to produce more generic language when discussing the category with their children. Thus, generic language facilitates the transmission of essentialist beliefs about social categories from parents to children.",2014-08-14T18:29:51.929907Z,2025-03-05T16:34:41.781752Z,public,NA,277,Marjorie,Rhodes,New York University
481,"Asking children to ""be helpers"" can backfire after setbacks","Describing behaviors as reflecting categories (e.g., asking children to “be helpers”) has been found to increase pro-social behavior. The present studies (N = 139, ages 4-5) tested whether such effects backfire if children have difficulty performing category-relevant actions. In Study 1, children were asked to “be helpers” or “to help,” and then pretended to complete a series of successful scenarios (e.g., pouring milk) and unsuccessful scenarios (e.g., spilling milk while trying to pour it). After the unsuccessful trials, children asked to “be helpers” had more negative attitudes. In Study 2, asking children to “be helpers” impeded children’s actual helping behavior after they experienced difficulties while trying to help. Implications for how labels shape beliefs and behavior will be discussed.",2017-08-31T15:30:22.374122Z,2025-03-05T16:34:54.965781Z,public,Helper,277,Marjorie,Rhodes,New York University
598,Gender and Leadership: Study 2,"Women are underrepresented in positions of power – a pattern partly explained by pervasive stereotypes about who should be leaders. How do the beliefs underlying gender disparities in leadership develop? This study follows up from Study 1, where we found some evidence that gender stereotypes influence children’s (3.5-6.9 years; N = 185) decisions about who should be leaders or team-players.  Children were exposed to the same activity (building a sandcastle) that was described in terms of needing someone to be in charge (Lead condition) or in terms of needing someone to work together (Team condition).  We found that girls who were asked to select someone to lead were less likely to choose a female target than were girls asked to choose someone to work on a team. Yet, children evaluated male and female targets as equally good at the stated task (being in charge or working on the team), and there were no gender differences in children’s interest in leadership or in their beliefs about their own leadership or team-player potential. Finally, we did not find that children exhibited any evidence of “backlash” (e.g., disliking those who exhibit gender atypical properties; in this case a female target who wants to lead or a male target who wants to work on a team), such that children were equally likely to want to associate with a target female regardless of whether she chose to be a leader or a team-player (and the same for a target male).  

These findings suggest that gender disparities in advancement may begin with the acquisition of gender stereotypes about who should lead; however, they left open several questions, which the current study aims to investigate and which are described in greater detail below.  First, do children have a “male = leader” stereotype or do they have a “female = team-player” stereotype, and how might these (in similar or different ways) affect their beliefs about who should take on a given role and how good they would be at it? Second, do children’s desire to take on a leadership or teamwork role differ from their general desire to engage in an activity when it is not explicitly marked as leadership or teamwork focused?  To address the above questions, we added a third condition (Baseline condition) to assess children’s decisions about who should engage in a task, as well as their own desire to engage in a task, when no leadership or teamwork information was given.  Third, although children’s social affiliation decisions (i.e., who they wanted to play with) were unaffected by target’s behaving in stereotypical or non-stereotypical ways in Study 1, children might negatively evaluate targets who act in gender atypical ways, in this way more closely approximating typical “backlash” measures in the adult literature (e.g., Okimoto & Brescoll, 2010). To address this question, we modified the measure from Study 1 to be about evaluation (e.g., how much do you like this kid, on a scale of 1-4) instead of affiliation preference (e.g., which kid do you want to play with, the one who was in charge or the one who wasn’t in charge?)

Finally, in addition to collecting data from 4- and 5-year-olds (a subset of the original age group, as we found no age effects in Study 1), we will also collect data from 9- and 10-year-olds, to examine the developmental trajectory of these beliefs in early- to mid-childhood. Given that adults hold fairly robust gender stereotypes about leadership potential, we anticipate that older children will show the same patterns that younger children do, possibly to a greater extent.",2018-03-05T14:33:45.812501Z,2025-03-05T16:34:58.055394Z,public_overview_only,Gender and Leadership: Study 2,277,Marjorie,Rhodes,New York University
599,Children's use of race and gender as cues to social status,"Social hierarchies are ubiquitous and determine a wide range of personal and intergroup outcomes, yet surprisingly little is known about when children develop beliefs about the structure of status hierarchies they might find in their communities. The present study (3.5-6.9 years; N = 420) found that the beliefs that social status varies by gender and race emerge in early childhood. For gender, children expected males to be higher status, and this expectation was unrelated to gender-based preferences. For race, children expected White people to be higher status, and this expectation was related to pro-white social bias. Children’s gender- and race-related expectations about status were unrelated to their beliefs about their own personal status. Implications for the development and developmental consequences of representations of status hierarchies will be discussed.",2018-03-05T14:46:21.338262Z,2025-03-05T16:34:58.069570Z,public_overview_only,Status stereotypes in children,277,Marjorie,Rhodes,New York University
644,Is the most representative skunk the average or the stinkiest? Developmental changes in representations of biological categories,"People often think of categories in terms of their most representative examples (e.g., robin for BIRD). Thus, determining which exemplars are most representative is a fundamental cognitive process that shapes how people use concepts to navigate the world. The present studies (N = 669; ages 5 years – adulthood) revealed developmental change in this important component of cognition. Studies 1-2 found that young children view exemplars with extreme values of characteristic features (e.g., the very fastest cheetah) as most representative of familiar biological categories; the tendency to view average exemplars in this manner (e.g., the average-speeded cheetah) emerged slowly across age. Study 3 examined the mechanisms underlying these judgments, and found that participants of all ages viewed extreme exemplars as representative of novel animal categories when they learned that the variable features fulfilled category-specific adaptive needs, but not otherwise. Implications for developmental changes in conceptual structure and biological reasoning are discussed.",2018-04-19T19:31:33.744290Z,2025-03-05T16:34:59.113618Z,public,Extremes,277,Marjorie,Rhodes,New York University
646,Children's Stereotypes About Social Group Prevalence,"Previous research has found that girls (ages 4-9) persist less on science tasks when they are introduced to these tasks with identity-focused language (e.g., asking children to “be scientists”) instead of action focused language (e.g., asking children to “do science”), but that this linguistic cue has more variable consequences for boys (sometimes helping them, sometimes impeding them, and sometimes having no consequence at all). This work also shows that neither general gender stereotypes nor gender stereotypes about science can explain the effects of language in previous work. Here we test an alternative hypothesis to explain the gendered effect of this language—that girls might be averse to identities or roles that position them as outliers, even if an outlier position is positive or advantageous. The present study tests this hypothesis by introducing children to a novel social group, which is either described as being statistically rare or common in the world. We examine whether the statistical prevalence (i.e., a cue to outlier status) of a social group influences children’s persistence in a related task, as well as their evaluations of their own skill at that task and their social judgments of others who do or do not belong to the target group. 

Overall, we expect that 4- and 5-year-old children are sensitive to the prevalence of social groups and that this information shapes their behavior and judgments. We expect that a novel social group’s statistical prevalence, whether group membership is described as rare or common, may influence the various outcomes outlined below. If children are indeed sensitive to group prevalence, we also expect that their interpretation of prevalence will influence the extent to which prevalence condition (rare vs. common) affects each dependent variable (e.g., a child who is told that group prevalence as rare might interpret that as so rare that only one individual in the world belongs to that group, or as less rare, such that anything less than a majority of individuals in the world belong to that group). Thus, in instances where there is an effect of condition (either a main effect, or an interaction with participant gender), we will conduct secondary analyses including prevalence ratings as a predictor in the model. 

This study tests the hypothesis that information about group prevalence will influence four- and five-year-old children’s beliefs about their own relation to the category. We will test how information influences children’s: (1) beliefs about whether they are members, (2) desire to be a member, and (3) persistence on a category-relevant task. We will also test for effects on children’s beliefs about category: (4) prestige, and (5) difficulty, and the extent to which they (6) form gender stereotypes about the category, and (7) incorporate information about the category into their social preferences.",2018-04-23T16:11:25.963370Z,2025-03-05T16:34:59.144857Z,public_overview_only,Rare vs. Common,277,Marjorie,Rhodes,New York University
834,Developmental changes in strategies for gathering evidence about biological kinds,"How do people gather samples of evidence to learn about the world? Adults often prefer to sample evidence from diverse sources—for example, choosing to test a robin and a turkey to find out if something is true of birds in general. Children below age 9, however, often do not consider sample diversity, instead treating non-diverse samples (e.g., two robins) and diverse samples as equivalently informative. The current study (N = 249) found that this discontinuity stems from developmental changes in standards for evaluating evidence—younger children chose to learn from exemplars that best approximate idealized views of what category members are supposed to be like (e.g., the fastest cheetahs); with a gradual shift across age towards samples that cover more within-category variation (cheetahs of varying speeds). Implications for the relation between conceptual representations and inductive reasoning strategies will be discussed.

In this dataset:
-Sample videos for each condition
-Illustration materials",2019-01-17T14:41:25.547758Z,2025-03-05T16:35:04.904154Z,public,Diversity,277,Marjorie,Rhodes,New York University
836,Speaking of kinds: How correcting generic statements can shape children’s concepts,"Generic language (e.g., “tigers have stripes”) leads children to assume that the referenced category (e.g., tigers) is inductively informative and provides a causal explanation for the behavior of individual members. In two preregistered studies with 4- to 7-year-old children (N = 497), we considered the mechanisms underlying these effects by testing how correcting generics might affect the development of these beliefs about novel social and animal kinds (Study 1) and about gender (Study 2). Correcting generics by narrowing their scope to a single individual limited beliefs that the referenced categories could explain what their members would be like, while broadening the scope to a superordinate category (Study 2) uniquely limited endorsement of gender norms. Across both studies, correcting generics did not alter beliefs about feature heritability and had mixed effects on inductive inferences, suggesting that additional mechanisms (e.g., causal reasoning about shared features) contribute to the development of full-blown essentialist beliefs. These results help illuminate the mechanisms by which generics lead children to view categories as having rich inductive and causal potential; in particular, they suggest that children interpret generics as signals that speakers in their community view the referenced categories as meaningful kinds that support generalization. The findings also point the way to concrete suggestions for how adults can effectively correct problematic generics (e.g., gender stereotypes) that children may hear in daily life.",2019-01-23T16:41:23.816361Z,2025-03-05T16:35:04.964858Z,public,Properties,277,Marjorie,Rhodes,New York University
883,The Developmental Roots of Black Female Invisibility,videos (.mp4) of children going through the procedure for the study.  Participants are children ages 3-8.,2019-04-10T18:42:14.591824Z,2025-03-05T16:35:07.947546Z,public_overview_only,RAGE,277,Marjorie,Rhodes,New York University
1055,How does parental language shape the development of children's beliefs about gender?,"Videos of parent-child picture book reading task (full sample, N = 192; Databrary consent, N = 99). Each video was transcribed and speech coded as outlined in our pre-registered coding manual.",2020-02-03T14:57:14.155956Z,2025-03-05T16:35:14.835249Z,public,Parent-child Conversations (GG),277,Marjorie,Rhodes,New York University
