vol_id,vol_name,vol_description,vol_created_at,vol_updated_at,vol_sharing_level,vol_short_name,user_id,user_prename,user_sortname,user_affiliation
4,Crawling and walking infants see the world differently,"Thirteen-month-old infants crawled or walked over a gridded platform while wearing a head-mounted eye tracker (Positive Science). The head-mounted cameras recorded infants' eye position and field of view. A wheeled camera alongside the platform recorded infants' locomotion from a side view. Caregivers stood at the far end of the walkway and held toys at low, medium, and high elevations to provide targets for infants' gaze. An additional group of 13-month-olds crawled or walked over a gridded platform wearing an electromagnetic motion tracker (Ascension TrakSTAR) to record position and orientation of their heads. In every study, parents provided retrospective reports of infants' locomotor experience and an experimenter measured infants' body dimensions. Additional pilot data include changes in procedure. Videos from a subset of infants were excluded for various reasons.",2013-10-10T15:29:38.047665Z,2025-03-05T16:34:40.904726Z,public,NA,5,Karen,Adolph,New York University
5,No bridge too high: Infants decide whether to cross based on the probability of falling not the severity of the potential fall,"Fourteen-month-old walkers and 11-month-old crawlers decided whether to cross wide and narrow bridges (2-60 cm) spanning a large (71-cm) or small (17-cm) drop-off to reach their caregivers who encouraged them from the far side of the bridge. An additional group of 14-month-olds walked over a ""visual bridge"" apparatus, designed to match an apparatus with a real bridge and drop-off. Here, the drop-off and bridge were only illusory. Bridge widths were presented with a psychophysical staircase procedure and each infant received ~40 trials. In each study, an experimenter rescued infants if they fell. In every study, infants' behavior was recorded from side, front, and overhead views, parents provided retrospective reports of infants' crawling, walking, and falling experience, and an experimenter measured infants' body dimensions. Additional pilot data include various age groups, drop-off heights, and procedures. Videos from a subset of infants were excluded for various reasons.",2013-10-10T16:35:22.519061Z,2025-03-05T16:34:40.918941Z,public,NA,5,Karen,Adolph,New York University
7,Ledge and wedge: Younger and older adults' perception of action possibilities,"Younger (college age) and older adults (65 years or older) decided whether they could squeeze sideways through narrow doorways and inch sideways along narrow ledges while walking over a raised platform. Doorways and ledges varied in width from 0 to 64 cm. Doorway and ledge widths were presented with a psychophysical staircase procedure and each participant received ~ 33 trials per condition. Participants' behaviors were recorded from overhead frontal and side views; doorway and ledge widths were also recorded. At the end of each session, participants' body size was measured in the doorway.",2013-10-10T17:40:23.853719Z,2025-03-05T16:34:40.946297Z,public,NA,5,Karen,Adolph,New York University
9,Children's social and motor play on a playground,"Two pre-adolescent girls engaged in social and gross motor free play on a public playground. The girls were instructed to show the camera operators the various ways in which they play. They used monkey bars, fences, ledges, trees, swings, climbers, and other equipment in ways that were not the likely uses intended by the playground designers. The girls were filmed from two camera views. Other children and parents entered and left the scene.",2014-03-13T00:58:48.541699Z,2025-03-05T16:34:41.180938Z,public,NA,5,Karen,Adolph,New York University
12,TESTING REUSE: No bridge too high: Infants decide whether to cross based on the probability of falling not the severity of the potential fall,"Do infants, like adults, consider both the probability of falling and the severity of a potential fall when deciding whether to cross a bridge? Crawling and walking infants were encouraged to cross bridges varying in width over a small drop-off, a large drop-off, or no drop-off. Bridge width affects the probability of falling, whereas drop-off height affects the severity of the potential fall. For both crawlers and walkers, decisions about crossing bridges depended only on the probability of falling: As bridge width decreased, attempts to cross decreased, and gait modifications and exploration increased, but behaviors did not differ between small and large drop-off conditions. Similarly, decisions about descent depended on the probability of falling: Infants backed or crawled into the small drop-off, but avoided the large drop-off. With no drop-off, infants ran straight across. Results indicate that experienced crawlers and walkers accurately perceive affordances for locomotion, but they do not yet consider the severity of a potential fall when making decisions for action.",2014-03-27T21:40:45.808071Z,2014-03-27T21:40:45.808071Z,private,bridges reuse,5,Karen,Adolph,New York University
13,TESTING REUSE: Crawling and walking infants see the world differently,"How does visual experience change over development? To investigate changes in visual input over the developmental transition from crawling to walking, 30 13-month-olds crawled or walked down a straight path wearing a head-mounted eye-tracker that recorded gaze direction and head-centered field of view. Thirteen additional infants wore a motion-tracker that recorded head orientation. Compared with walkers, crawlers' field of view contained less walls and more floor. Walkers directed gaze straight ahead at caregivers, whereas crawlers looked down at the floor. Crawlers obtained visual information about targets at higher elevations—caregivers and toys—by craning their heads upward and sitting up to bring the room into view. Findings indicate that visual experiences are intimately tied to infants' posture.",2014-03-27T21:46:41.036082Z,2014-03-27T21:46:41.036082Z,private,CWET reuse,5,Karen,Adolph,New York University
16,"Excerpt volume: Human quadrupeds, primate quadrupedalism, and Uner Tan Syndrome","Since 2005, an extensive literature documents individuals from several families afflicted with “Uner Tan Syndrome (UTS),” a condition that in its most extreme form is characterized by cerebellar hypoplasia, loss of balance and coordination, impaired cognitive abilities, and habitual quadrupedal gait on hands and feet. Some researchers have interpreted habitual use of quadrupedalism by these individuals from an evolutionary perspective, suggesting that it represents an atavistic expression of our quadrupedal primate ancestry or “devolution.” In support of this idea, individuals with “UTS” are said to use diagonal sequence quadrupedalism, a type of quadrupedal gait that distinguishes primates from most other mammals. Although the use of primate-like quadrupedal gait in humans would not be sufficient to support the conclusion of evolutionary “reversal,” no quantitative gait analyses were presented to support this claim. Using standard gait analysis of 518 quadrupedal strides from video sequences of individuals with “UTS”, we found that these humans almost exclusively used lateral sequence–not diagonal sequence–quadrupedal gaits. The quadrupedal gait of these individuals has therefore been erroneously described as primate-like, further weakening the “devolution” hypothesis. In fact, the quadrupedalism exhibited by individuals with UTS resembles that of healthy adult humans asked to walk quadrupedally in an experimental setting. We conclude that quadrupedalism in healthy adults or those with a physical disability can be explained using biomechanical principles rather than evolutionary assumptions.",2014-05-16T19:28:22.467382Z,2025-03-05T16:34:41.378690Z,public,NA,5,Karen,Adolph,New York University
24,Excerpt volume: Specificity of learning: Why infants fall over a veritable cliff,"Nine-month-old infants were tested at the precipice of safe and risky gaps in the surface of support. Their reaching and avoidance responses were compared in two postures, an experienced sitting posture and a less familiar crawling posture. The babies avoided reaching over risky gaps in the sitting posture but fell into risky gaps while attempting to reach in the crawling posture. This dissociation between developmental changes in posture suggests that (a) each postural milestone represents a different, modularly organized control system and (b) infants' adaptive avoidance responses are based on information about their postural stability relative to the gap size. Moreover, the results belie previous accounts suggesting that avoidance of a disparity in depth of the ground surface depends on general knowledge such as fear of heights, associations between depth information and falling, or knowledge that the body cannot be supported in empty space.",2014-07-08T22:29:33.236459Z,2025-03-05T16:34:41.436868Z,public,NA,5,Karen,Adolph,New York University
28,Excerpt volume: Learning in the development of infant locomotion,"Infants master crawling and walking in an environment filled with varied and unfamiliar surfaces. At the same time, infants' bodies and skills continually change. The changing demands of everyday locomotion require infants to adapt locomotion to the properties of the terrain and to their own physical abilities. This Monograph examines how infants acquire adaptive locomotion in a novel task--going up and down slopes. Infants were tested longitudinally from their first week of crawling until several weeks after they began walking. Everyday locomotor experience played a central role in adaptive responding. Over weeks of crawling, infants' judgments became increasingly accurate, and exploration became increasingly efficient. There was no transfer over the transition from crawling to walking. Instead, infants learned, all over again, how to cope with slopes from an upright position. Findings indicate that learning generalized from everyday experience traveling over flat surfaces at home but that learning was specific to infants' typical method of locomotion and vantage point. Moreover, learning was not the result of simple associations between a particular locomotor response and a particular slope. Rather, infants learned to gauge their abilities on-line as they encountered each hill at the start of the trial. Change in locomotor responses and exploratory movements revealed a process of differentiation and selection spurred by changes in infants' everyday experience, body dimensions, and locomotor proficiency on flat ground.",2014-07-18T14:28:57.141227Z,2025-03-05T16:34:41.467465Z,public,NA,5,Karen,Adolph,New York University
83,"Infant and mother natural locomotion and gait: Spanish-speaking, low income families",Infants and their mothers engaged in spontaneous locomotor play in a laboratory playroom. Infants were also tested on measures of standard gait and videotaped while their mothers fed them in a high chair. Families were primarily Spanish speaking and low-income.,2014-10-29T17:37:08.667232Z,2026-01-08T12:50:09.207542Z,public,SOM Starting Early (SOM-SE),5,Karen,Adolph,New York University
