vol_id,vol_name,vol_description,vol_created_at,vol_updated_at,vol_sharing_level,vol_short_name,user_id,user_prename,user_sortname,user_affiliation
1,Databrary sponsored workshops and events,"Our mission is to promote sharing and reuse of video data. Most developmental scientists rely on video recordings to capture the complexity and richness of behavior. However, researchers rarely share video data, and this has impeded scientific progress. Enabling reuse of video data is essential to increasing openness, maximizing the efficiency of limited resources, and accelerating the pace of discovery in the developmental and learning sciences.

We aim to provide tools that encourage good data management, facilitate open data sharing, enable discovery, and foster data reuse and integration. We are working to build functionality that allows researchers to organize, store, code, and share identifiable video data and other contextual information about the videos with other researchers through a secure web-based library.

The Databrary project is dedicated to transforming the culture of developmental science by building a community of researchers committed to open video data sharing, training a new generation of developmental scientists and empowering them with an unprecedented set of tools for discovery, and raising the profile of behavioral science by bolstering interest in and support for scientific research among the general public.",2025-03-05T16:33:56.704147Z,2025-03-05T16:34:40.872393Z,public,NA,6,Rick O.,Gilmore,The Pennsylvania State University
2,Head-mounted camera views of adults in natural environments,"Two adult observers collected videos from head-mounted  (Go-Pro) cameras as they moved together through the Pennsylvania State University campus at the same time along the same general path. Videos were collected on two consecutive summer days. On day 1, the observers walked through an outdoor public environment. On day 2, the observers moved through both indoor and outdoor environments, while walking, sitting, and driving in a car. ",2013-10-02T11:33:36.817725Z,2025-03-05T16:34:40.888982Z,public,NA,6,Rick O.,Gilmore,The Pennsylvania State University
23,An analysis of optic flow observed by infants during natural activities,"Global pattern of optic flow can distinguish between different types of self-motion, such as rotation versus translation and forward/backward translation from up/down or side-to-side translation. The circumstances in which human observers produce different types of eye, head, and body motions differ across the life span, in part due to changes in locomotor abilities and declines in the frequency of passive locomotion. Scene geometry and body posture and position also contribute to the statistics of optic flow. Previous research has shown that 9.5 month-old infants undergoing passive locomotion -- carried by their parents in a forward facing carrier -- view different patterns and speeds of retinal- and head-centered optic flow (Raudies et al., 2012). Here we assess the patterns and speeds of head-centered optic flow experienced by infants across a wider range of ages, postures, and geometries. The data come from videos recorded from infant and adult observers who wore head-mounted cameras while they performed simple natural activities -- walking, sitting, playing with toys, and interacting with caregivers. We estimated optic flow from short (~30 sec) long segments using the method of Brox et al. (2004). From the flow estimates, we characterized the relative frequency of global rotation (yaw, pitch, and roll) and translation (forward/backward, up/down, and side to side) patterns and overall speeds. We found that infants who are not moving passively view translational flow patterns significantly more often than infant/mother dyads in paired locomotion. Further, infants who are not coupled to an adult in locomotion view a broader, wider, and slower distribution of flow speeds. Thus, the statistics of optic flow differ depending on the type (active vs. passive) self-motion. This implies that the relative frequency of experienced flow patterns and speeds may change substantially across development. Computer vision-based techniques permit a detailed analysis of the statistics of the natural visual environment during development.",2014-07-07T15:19:52.684941Z,2025-03-05T16:34:41.422484Z,public,optic-flow-stats-vss-2014-raudies-gilmore,6,Rick O.,Gilmore,The Pennsylvania State University
31,Four-month-olds' discrimination of optic flow patterns depicting different directions of observer motion,"One of the most powerful sources of information about spatial relationships available to mobile organisms is the pattern of visual motion called optic flow. Despite its importance for spatial perception and for guiding locomotion, very little is known about how the ability to perceive one’s direction of motion, or heading, from optic flow develops early in life. In this article, we report the results of 3 experiments that tested the abilities of 4-month-old infants to discriminate optic flow patterns simulating different directions of self-motion. The combined results from 2 different experimental paradigms suggest that 4-month-olds discriminate optic flow patterns that simulate only large (>32 deg) changes in the direction of the observer’s motion through space. This suggests that prior to the onset of locomotion, there are limitations on infants’ abilities to process patterns of optic flow related to self-motion.",2014-07-23T16:32:41.411911Z,2025-03-05T16:34:41.556943Z,public,gilmore-rettke-2003,6,Rick O.,Gilmore,The Pennsylvania State University
32,Spatio-temporal tuning of coherent motion evoked responses in 4–6 month old infants and adults,"Motion cues provide a rich source of information about translations of the observer through the environment as well as the movements of objects and surfaces. While the direction of motion can be extracted locally these local measurements are, in general, insufficient for determining object and surface motions. To study the development of local and global motion processing mechanisms, we recorded Visual Evoked Potentials (VEPs) in response to dynamic random dot displays that alternated between coherent rotational motion and random motion at 0.8 Hz. We compared the spatio-temporal tuning of the evoked response in 4–6 months old infants to that of adults by recording over a range of dot displacements and temporal update rates. Responses recorded at the frequency of the coherent motion modulation were tuned for displacement at the occipital midline in both adults in infants. Responses at lateral electrodes were tuned for speed in adults, but not in infants. Infant responses were maximal at a larger range of spatial displacement than that of adults. In contrast, responses recorded at the dot-update rate showed a more similar parametric displacement tuning and scalp topography in infants and adults. Taken together, our results suggest that while local motion processing is relatively mature at 4–6 months, global integration mechanisms exhibit significant immaturities at this age.",2014-07-23T16:52:20.919125Z,2025-03-05T16:34:41.571162Z,public,hou-etal-2009,6,Rick O.,Gilmore,The Pennsylvania State University
49,Cortical responses to optic flow and motion contrast across patterns and speeds,"Motion provides animals with fast and robust cues for navigation and object detection. In the first case, stereotyped patterns of optic flow inform a moving observer about the direction and speed of its own movement. In the case of object detection, regional differences in motion allow for the segmentation of figures from their background, even in the absence of color or shading cues. Previous research has investigated human electrophysiological responses to global motion across speeds, but only focused upon one type of optic flow pattern. Here, we compared steady-state visual evoked potential (SSVEP) responses across patterns and speeds, both for optic flow and for motion-defined figure patterns, to assess the extent to which the processes are pattern-general or pattern-specific. For optic flow, pattern and speed effects on response amplitudes varied substantially across channels, suggesting pattern-specific processing at slow speeds and pattern-general activity at fast speeds. Responses for coherence- and direction-defined figures were comparatively more uniform, with similar response profiles and spatial distributions. Self- and object-motion patterns activate some of the same circuits, but these data suggest differential sensitivity: not only across the two classes of motion, but also across the patterns within each class, and across speeds. Thus, the results demonstrate that cortical processing of global motion is complex and activates a distributed network.",2014-09-01T23:57:43.832548Z,2025-03-05T16:34:41.827494Z,public,fesi-thomas-gilmore-vr-2014,6,Rick O.,Gilmore,The Pennsylvania State University
68,Visual Motion Priors Differ for Infants and Mothers,"Visual motion direction ambiguities due to edge-aperture interaction might be resolved by speed priors, but scant empirical data support this hypothesis. We measured optic flow and gaze positions of walking mothers and the infants they carried. Empirically derived motion priors for infants are vertically elongated and shifted upward relative to mothers. Skewed normal distributions fitted to estimated retinal speeds peak at values above 20 deg/sec.",2014-10-14T18:54:59.698595Z,2025-03-05T16:34:42.101133Z,public,raudies-gilmore-neural-comp-2014,6,Rick O.,Gilmore,The Pennsylvania State University
73,Motion Coherence Thresholds for Adult Participants Viewing Different Patterns of Optic Flow,"In adults, radial optic flow evokes stronger brain activity than laminar or rotational flow. Optic flow also evokes different activation patterns depending on motion speed (Fesi et al., 2014). This study examined whether the detection of optic flow in adult observers varies by pattern and speed in ways consistent with prior physiological evidence. Adult observers (n=10; 19.2-22.2 years, M=21.4) viewed two side-by-side, time varying (1.2 Hz coherent/incoherent cycle) annular shaped (18 deg outer/5 deg inner diameter) optic flow displays at a viewing distance of 60 cm. One display depicted random (0% coherent) motion while the other depicted radial or translational motion at one of four fixed coherence levels (5, 10, 15 or 20%). Observers fixated centrally and judged which side contained coherent motion, indicating the choice by a keypress. Within a single run, speed was either 2 or 8 deg/s. Between 2 and 4 runs were collected per participant in a single visit. We analyzed proportion correct and response times using generalized mixed effects modeling in R. As predicted, proportion correct judgments increased with motion coherence, and the response time of correct judgments declined. There were no statistically significant differences in proportion correct judgments by speed or pattern type; however, a significant coherence by pattern interaction, p< .0001, indicated that observers more readily detect low coherence laminar flows than radial ones. Reaction time data suggest that observers are faster to detect laminar patterns, p< .0001, and slow (2 deg/s) speeds, p< .001. Taken together the results suggest that sensitivity to detect optic flow in noise varies by pattern type and speed, in ways partially consistent with prior physiological results.",2014-10-20T15:51:34.665654Z,2025-03-05T16:34:42.199422Z,public,moco-behavior-adult,6,Rick O.,Gilmore,The Pennsylvania State University
75,Children's Brain Responses to Optic Flow Vary by Pattern Type and Motion Speed,"Structured patterns of global visual motion called optic flow provide crucial information about an observer's speed and direction of self-motion and about the geometry of the environment. Brain and behavioral responses to optic flow undergo considerable postnatal maturation, but relatively little brain imaging evidence describes the time course of development in motion processing systems in early to middle childhood, a time when psychophysical data suggest that there are changes in sensitivity. To fill this gap, electroencephalographic (EEG) responses were recorded in 4- to 8-year-old children who viewed three time-varying optic flow patterns (translation, rotation, and radial expansion/contraction) at three different speeds (2, 4, and 8 deg/s). Modulations of global motion coherence evoked coherent EEG responses at the first harmonic that differed by flow pattern and responses at the third harmonic and dot update rate that varied by speed. Pattern-related responses clustered over right lateral channels while speed-related responses clustered over midline channels. Both children and adults show widespread responses to modulations of motion coherence at the second harmonic that are not selective for pattern or speed. The results suggest that the developing brain segregates the processing of optic flow pattern from speed and that an adult-like pattern of neural responses to optic flow has begun to emerge by early to middle childhood.",2014-10-20T16:23:14.197753Z,2025-03-05T16:34:42.213644Z,public,gilmore-thomas-fesi-2016-moco-child,6,Rick O.,Gilmore,The Pennsylvania State University
77,"The Salience of Lower-Order, Localized Features in Highly Self-Similar Wallpaper Groups","There exists an abundance of visual symmetry within our environment. Yet research on human perception has almost exclusively been limited to studies of a single type of symmetry— two-fold reflection—leaving uncertainty about human perceptual sensitivity to the other types of symmetry as derived from the mathematics of Group Theory. Clarke et al. (2011) found that five of the seventeen wallpaper groups—P1, P3M1, P31M, P6, and P6M—have a high degree of self-similarity, as determined by the frequency with which participants grouped random-dot noise representations of the same wallpaper group together. The current study attempts to replicate Clarke et al. (2011) in a limited form. Here, we sought to understand the salience of lower-order features within each of five wallpaper groups, and concordantly, their impact on symmetry detection. Adult participants were presented with twenty exemplars of each of the five aforementioned wallpaper groups and instructed to sort them into as many subsets as they wished based on any criteria they saw appropriate. Participants were then surveyed on the methods they used to classify these images. Analysis suggest several factors—including contrast and presence of salient secondary structures—influence the detection of symmetry in wallpaper groups.",2014-10-22T19:55:38.879634Z,2025-03-05T16:34:42.283153Z,public,symmetry-sorting-within-wallpaper-groups-vedak-2014-thesis,6,Rick O.,Gilmore,The Pennsylvania State University
