vol_id,vol_name,vol_description,vol_created_at,vol_updated_at,vol_sharing_level,vol_short_name,user_id,user_prename,user_sortname,user_affiliation
778,Spatial Learning in Play (SLIP) at Cornell,"The videos are short tasks in which children are assessed on their spatial skills, numerical knowledge, and engage with a caregiver in either play tasks or book reading.",2018-10-04T11:59:54.943632Z,2025-03-05T16:35:03.731169Z,public,SLIP,650,Marianella,Casasola,Cornell University
815,Play at Home Study,The videos are parent-child spatial play. Parents and children created a pattern with a magnet board at baseline and then again at posttest. Dyads were randomly assigned to take either spatial or non-spatial toys home to use for 4 weeks.,2018-11-05T21:45:31.224597Z,2025-03-05T16:35:04.291832Z,public,Play at Home and Spatial Skills,650,Marianella,Casasola,Cornell University
816,SLIP Ithaca Sample,SLIP data from the Ithaca sample,2018-11-06T15:49:01.975610Z,2025-03-05T16:35:04.316255Z,public_overview_only,NA,650,Marianella,Casasola,Cornell University
909,Shape Up: Parent and Child Spatial Play,The data are videos of parent-child interactions during a play task.,2019-05-15T20:35:01.268073Z,2025-03-05T16:35:08.770251Z,public_overview_only,Shape Up,650,Marianella,Casasola,Cornell University
913,Rocket Labeling and Narration Studies,"The tasks, videos, and data for the various studies of labeling and elicited narration.",2019-05-28T18:16:33.355661Z,2025-03-05T16:35:08.928570Z,public_overview_only,Rocket,650,Marianella,Casasola,Cornell University
937,Parental Beliefs about Infant and Child Learning,This study was a pilot examining parental beliefs about play. We also examine how well parents adopt scaffolding behaviors following a brief training. Data was collected in NYC in 2018.,2019-06-27T18:30:44.838551Z,2025-03-05T16:35:09.520026Z,public,Parental Beliefs,650,Marianella,Casasola,Cornell University
1133,Transfer of spatial relations from 2D-3D with varied relational language,Video recordings of 3-3.5 year old children completing a touchscreen task involving spatial relations and varied relational language. Task includes both a 2D-2D test and a 2D-3D test.,2020-05-14T17:20:53.790193Z,2025-03-05T16:35:17.502805Z,public_overview_only,Spot N Dot,650,Marianella,Casasola,Cornell University
1181,Children’s Exposure to Spatial Language Promotes Their Spatial Thinking,"- 5 play sessions
- 4 year olds assigned to ""play-only"" or ""spatial language and play"" condition",2020-09-03T19:40:54.465439Z,2025-03-05T16:35:19.767406Z,public_overview_only,SPLAT,650,Marianella,Casasola,Cornell University
1252,Training Spatial Skills Through Motor vs. Spatial Language,This training study examined the effects of a motor versus a spatial language training on preschool children's spatial skills and spatial vocabulary.,2020-11-24T19:08:26.149932Z,2025-03-05T16:35:22.048175Z,public_overview_only,Spatial Art,650,Marianella,Casasola,Cornell University
1576,PLAYProject_CORNL,"Home visit video data sessions collected as part of Cornell's contributions to the NIH-funded Play and Learning Across a Year (PLAY) Project. Session data consist of the following:
-Video files of 1-hour natural play, 5-minute structured play, house walk-through, and questionnaires
-Responses to questionnaires covering the participant’s demographics, language, temperament, and locomotion
-Ambient noise decibel meter recordings captured during the 1-hour natural play",2023-03-22T15:09:19.009705Z,2023-03-22T15:09:19.009705Z,private,NA,650,Marianella,Casasola,Cornell University
1646,Parent and Infant Play and Parental Beliefs,"Several of our studies, funded by the USDA, have examined infants or preschool-aged children interacting with a caregiver during play. For some studies, we have invited parents to share their beliefs about play and learning. In one study, parents played with their infant of 6 to 18 months in their home and the play was recorded via Zoom. Parents selected which toys they and their infant would have available during the play session. In another study, parents were sent materials via the mail and completed three geometric patterns with their preschool-aged child at home. These sessions were also recorded via Zoom. In a third set of studies, caregivers and their preschool-aged child completed a geometric pattern in the lab over two sessions, about one month apart.",2023-09-19T16:01:35.018269Z,2025-03-05T16:35:41.060483Z,public_overview_only,Hatch Parent-Infant Play 2021-2023,650,Marianella,Casasola,Cornell University
